schoolname,scope,collegeID,yr_closed,yr_approved,yr_submit,yr_canceled,days_between,years_between,alt,construct,reconstruct,repair,relocate,edu_building,career_tech,community1,community2,gen_facilities,admin,CPI_estamount,CPI_contamount,CPI_changeamt,CPI_closedamount,calculated_cost,scaled_cost,genenrollment,spend_student,career_techstudent,edu_buildingstudent,gen_facilitiesstudent,adminstudent,altstudent,constructstudent,reconstructstudent,repairstudent,relocatestudent
MISSION COLLEGE-WEST VALLEY-MISSION CCD,ALTERATIONS TO 2-CLASSROOM BUILDINGS (MT17 MT18),493,2013,2012,2011,,413,1.1307565,1,0,0,0,0,1,0,0,0,0,0,622128.25,658077.94,29329.791,687407.75,687407.75,0.68740773,19885,34.56916,0,34.56916,0,0,34.56916,0,0,0,0
WEST VALLEY COLLEGE,CONSTRUCTION OF 4-SHADE STRUCTURES,493,2013,2012,2011,,421,1.1526598,0,1,0,0,0,0,0,0,0,1,0,36369.621,,,,36369.621,0.036369622,19885,1.8289979,0,0,1.8289979,0,0,1.8289979,0,0,0
WEST VALLEY COLLEGE-WEST VALLEY-MISSION CCD,CONSTRUCTION OF 1-REPLACEMENT BRIDGE ON THE NORTHWALK AND RELATED SITE WORK.,493,2014,2012,2012,,742,2.0315287,0,1,0,0,0,0,0,0,0,1,0,353424.34,562266.75,46861.152,609127.88,609127.88,0.60912788,19885,30.63253,0,0,30.63253,0,0,30.63253,0,0,0
MISSION COLLEGE-WEST VALLEY -MISSION CCD,ALTERATIONS TO 1-FIRE ALARM UPGRADE AT MAIN BUILDING,493,2014,2012,2012,,828,2.2669888,1,0,0,0,0,0,0,0,0,1,0,711493.94,662279.5,6560.3799,668839.94,668839.94,0.66883993,19885,33.635399,0,0,33.635399,0,33.635399,0,0,0,0
MISSION COLLEGE-WEST VALLEY -MISSION CCD,CONSTRUCTION OF 1-SOFTBALL DUGOUTS AND SCOREBOARD,493,2015,2013,2012,,907,2.4832838,0,1,0,0,0,0,0,0,1,0,0,111751.27,279334.5,22089.883,301424.38,301424.38,0.30142438,17617,17.109858,0,0,0,0,0,17.109858,0,0,0
MISSION COLLEGE-WEST VALLEY MISSION CCD,CONSTRUCTION OF 1-FACILITIES/MAINTENANCE BLDG 1-SITE WORKS,493,,2013,2013,,,,0,1,0,0,0,0,0,0,0,1,0,2921198.5,,,,2921198.5,2.9211986,17617,165.81702,0,0,165.81702,0,0,165.81702,0,0,0
WEST VALLEY COLLEGE-WEST VALLEY -MISSION CCD,RELOCATION OF 9-(8)RELOCATABLE CLASSROOM BUILDINGS (STOCKPILE) AND (1)RELOCATABLE TOILET BUILDING (STOCKPILE),493,2014,2013,2013,,305,0.83506233,0,0,0,0,1,1,0,0,0,1,0,1009473.8,595140.31,13488.013,608628.31,608628.31,0.60862833,17617,34.547783,0,34.547783,34.547783,0,0,0,0,0,34.547783
MISSION COLLEGE-WEST VALLEY MISSION CCD,CONSTRUCTION OF 1-PHYSICAL EDUCATION BUILDING,493,,2014,2013,,,,0,1,0,0,0,1,0,0,0,0,0,6220138,,,,6220138,6.2201381,17857,348.33051,0,348.33051,0,0,0,348.33051,0,0,0
WEST VALLEY COLLEGE MAIN TELECOMMUNICATIONS ROOM,ALTERATIONS TO 1-TELECOM ROOM,493,,2014,2013,,,,1,0,0,0,0,0,0,0,0,0,0,810369.06,,,,810369.06,0.81036907,17857,45.381031,0,0,0,0,45.381031,0,0,0,0
WEST VALLEY COLLEGE-WEST VALLEY MISSION CCD,ALTERATIONS TO 1-APPLIED ARTS AND SCIENCES,493,,2014,2013,,,,1,0,0,0,0,1,0,0,0,0,0,15673240,,,,15673240,15.67324,17857,877.70844,0,877.70844,0,0,877.70844,0,0,0,0
MISSION COLLEGE-WEST VALLEY-MISSION CCD,CONSTRUCTION OF 1-SITE PREPARATION 1-MAIN BUILDING,493,,2014,2014,,,,0,1,0,0,0,0,0,0,0,1,0,51494812,,,,51494812,51.494812,17857,2883.7324,0,0,2883.7324,0,0,2883.7324,0,0,0
WEST VALLEY COLLEGE-WEST VALLEY MISSION CCD,CONSTRUCTION OF 2-FACILITIES BUILDINGS 1-SITEWORK 2-SITE CANOPIES,493,,2015,2014,,,,0,1,0,0,0,0,0,0,0,1,0,12873595,,,,12873595,12.873595,15354,838.45221,0,0,838.45221,0,0,838.45221,0,0,0
WEST VALLEY COLLEGE,CONSTRUCTION OF 1-SITE WORK 1-PLANETARIUM BUILDING,493,,,2015,,,,0,1,0,0,0,0,1,0,0,1,0,3360241.3,,,,3360241.3,3.3602412,,,,,,,,,,,
WEST VALLEY COMMUNITY COLLEGE -WEST VALLEY --MISSION C.C.D.,CONSTRUCTION OF ASSOCIATED SITE WORK AND 1440 SF. RELOCATABLE,493,2009,,2007,,,,0,1,0,0,0,1,0,0,0,1,0,339524,459923.94,9881.291,,469805.22,0.46980521,,,,,,,,,,,
WEST VALLEY COMMUNITY COLLEGE,ALTERATIONS TO 1-BUSINESS DIVISION BUILDING 1-ADMINISTRATION OF JUSTICE BUILDING,493,,,2015,,,,1,0,0,0,0,0,1,0,0,1,1,10352481,,,,10352481,10.352481,,,,,,,,,,,
WEST VALLEY COLLEGE-WEST VALLEY-MISSION CCD,,493,,,2014,,,,0,0,0,0,0,0,0,0,0,0,0,99027.656,,,,99027.656,0.099027656,,,,,,,,,,,
WEST VALLEY COLLEGE,ALTERATIONS TO 1-FIRE ALARM UPGRADE,493,,,2015,,,,1,0,0,0,0,0,0,0,0,1,0,399570.59,,,,399570.59,0.39957058,,,,,,,,,,,
BAKERSFIELD COLLEGE,CONSTRUCTION OF TWO CHILD CARE RELOCATABLE BUILDINGS ( PC-310 ) ,521,1999,1998,1998,,306,0.83780026,0,1,0,0,0,1,1,0,0,0,0,359917.28,137848.33,671.96558,,138520.3,0.1385203,19801,6.9956212,6.9956212,6.9956212,0,0,0,6.9956212,0,0,0
BAKERSFIELD COLLEGE,ALTERATIONS TO CLSRM./OFFICE BLDG. LAB./KITCHEN BLDG. (A-11900 & A-30573) VOLUNTARY UPGRADE - NOT UP TO TITLE 24,521,2000,2000,1998,,90,0.24641183,1,0,0,0,0,1,0,0,0,0,1,585955.88,394877.09,63583.355,,458460.44,0.45846045,23304,19.673037,0,19.673037,0,19.673037,19.673037,0,0,0,0
BAKERSFIELD COLLEGE/KERN SCHOOLS FEDERAL C.U.,CONSTRUCTION OF SUPPORT FOR ELECTRONIC MESSAGE CENTER,521,2011,2000,2000,,4116,11.269235,0,1,0,0,0,0,0,0,0,0,0,133713.66,129620.38,,,129620.38,0.12962039,23304,5.5621519,0,0,0,0,0,5.5621519,0,0,0
BAKERSFIELD COLLEGE,ALTERATION TO: STUDENT SERVICES BUILDING (VOLUNTARY SEISMIC UPGRADE),521,2002,2001,2000,,695,1.9028469,1,0,0,0,0,0,0,1,0,1,0,1237323.6,1916476.9,201640.72,,2118117.5,2.1181176,22527,94.025726,0,0,94.025726,0,94.025726,0,0,0,0
DELANO CNTER TOWER,CONSTRUCTION OF ANTENNA TOWER AND UTILITY BUILDING,521,2002,2001,2000,,594,1.6263181,0,1,0,0,0,0,0,0,0,1,0,81065.211,108086.95,37800.398,,145887.34,0.14588735,22527,6.4761105,0,0,6.4761105,0,0,6.4761105,0,0,0
BAKERSFIELD COLLEGE,CONSTRUCTION OF SWIMMING POOL AND SITE WORK,521,2003,2001,2000,,733,2.0068874,0,1,0,0,0,0,0,0,1,1,0,845888.5,1907830.5,-4270.0454,,1903560.5,1.9035605,22527,84.501289,0,0,84.501289,0,0,84.501289,0,0,0
BAKERSFIELD COLLEGE DELANO CAMPUS,CONSTRUCTION OF OFFICE/LAB BLDG,521,2007,2003,2003,,1299,3.5565441,0,1,0,0,0,1,0,0,0,0,1,5162062.5,6692116,201276.38,,6893392.5,6.8933926,23626,291.77145,0,291.77145,0,291.77145,0,291.77145,0,0,0
BAKERSFIELD COLLEGE,CONSTRUCTION OF 2 SCOREBOARD SUPPORT STRUCTURES,521,2003,2003,2003,,272,0.74471134,0,1,0,0,0,0,0,0,1,1,0,64335.703,64335.703,,,64335.703,0.064335704,23626,2.7230892,0,0,2.7230892,0,0,2.7230892,0,0,0
BAKERSFIELD COLLEGE,ALTERATION TO PRESS BOX,521,2004,2003,2003,,223,0.61055374,1,0,0,0,0,0,0,0,0,0,0,191851.39,76228.953,3338.2141,,79567.164,0.079567164,23626,3.3677797,0,0,0,0,3.3677797,0,0,0,0
BAKERSFIELD COLLEGE,ALTERATION TO STADIUM LIGHT COLUMN (WIRELESS ANTENNAS),521,2011,2003,2002,,2921,7.9974332,1,0,0,0,0,0,0,0,1,0,0,97088.43,174163.7,,,174163.7,0.1741637,23626,7.3716965,0,0,0,0,7.3716965,0,0,0,0
BAKERSFIELD COLLEGE,CONSTRUCTION OF 3 - SHADE STRUCTURE/S,521,2005,2004,2004,,204,0.55853349,0,1,0,0,0,0,0,0,0,1,0,64918.215,53682.371,,,53682.371,0.053682372,23722,2.2629783,0,0,2.2629783,0,0,2.2629783,0,0,0
BAKERSFIELD COLLEGE,ALTERATION TO APPLIED SCIENCE AND TECHNOLOGY (AST) BLDG STORAGE BLDG,521,2011,2004,2004,,2623,7.1815362,1,0,0,0,0,1,1,0,0,1,0,4676868.5,5701904,1238211.1,,6940115,6.940115,23722,292.56027,292.56027,292.56027,292.56027,0,292.56027,0,0,0,0
BAKERSFIELD COLLEGE,CONSTRUCTION OF SHADE STRUCTRE @ DELANO CENTER (PC 106747),521,2006,2005,2005,,387,1.0595709,0,1,0,0,0,0,0,0,0,0,0,24072.039,24071.795,,,24071.795,0.024071794,22600,1.0651237,0,0,0,0,0,1.0651237,0,0,0
BAKERSFIELD COLLEGE,CONSTRUCTION OF ACCESS CONCRETE RAMP,521,2007,2005,2005,,712,1.9493914,0,1,0,0,0,0,0,0,0,1,0,163895.92,180626.2,8969.2559,,189595.45,0.18959545,22600,8.3891792,0,0,8.3891792,0,0,8.3891792,0,0,0
BAKERSFIELD COLLEGE,ALTERATION TO MATH/SCIENCE/HEALTH BLDG # 10 (PLANETARIUM REMODEL),521,2012,2005,2004,,2691,7.3677139,1,0,0,0,0,1,1,0,0,0,0,847765.19,1543642.8,158426.83,,1702069.6,1.7020696,22600,75.312813,75.312813,75.312813,0,0,75.312813,0,0,0,0
DELANO CENTER,CONSTRUCTION OF CDC BLDG. ( RELOCATABLE),521,,2008,2008,,,,0,1,0,0,0,1,0,0,0,0,0,617762.81,,,,617762.81,0.6177628,26314,23.476583,0,23.476583,0,0,0,23.476583,0,0,0
DELANO CENTER,CONSTRUCTION OF 6 RELOCATABLE CLSRM BLDGS (PC-02-104854) AND RELOCATABLE TOILET BLDG(PC-02-104887),521,2010,2008,2008,,865,2.3682916,0,1,0,0,0,1,0,0,0,1,0,1537499,1490796.3,-18985.059,,1471811.3,1.4718113,26314,55.932632,0,55.932632,55.932632,0,0,55.932632,0,0,0
BAKERSFIELD COLLEGE,CONSTRUCTION OF TOILET BLDG DUGOUT BLDG. SITE WORK,521,2015,2008,2007,,2805,7.6798353,0,1,0,0,0,0,0,0,1,1,0,1520942.1,1008279.8,450130.5,,1458410.3,1.4584103,26314,55.423359,0,0,55.423359,0,0,55.423359,0,0,0
BAKERSFIELD COLLEGE (LEVAN CENTER FOR THE HUMANITIES),ALTERATION TO C.R. BLDG (NORMAN LEVAN CENTER FOR THE   HUMANITIES) ADDITIONS TO C.R. BLDG (NORMAN LEVAN CENTER FOR THE   HUMANITIES),521,2013,2008,2008,,1707,4.6736112,0,0,0,1,0,1,0,0,0,0,0,1528454.4,1476050.3,316509.78,1792560,1792560,1.79256,26314,68.12191,0,68.12191,0,0,0,0,0,68.12191,0
DELANO CENTER,CONSTRUCTION OF 2 C.R. BLDGS 2 ADMIN. BLDGS. (RELOCATABLE),521,,2008,2008,,,,0,1,0,0,0,1,0,0,0,0,1,456607.28,,,,456607.28,0.45660728,26314,17.352257,0,17.352257,0,17.352257,0,17.352257,0,0,0
DELANO CENTER,CONSTRUCTION OF 1-SHADE STRUCTURE,521,2013,2008,2008,,1801,4.9309745,0,1,0,0,0,0,0,0,0,1,0,11670.012,,,,11670.012,0.011670012,26314,0.44349059,0,0,0.44349059,0,0,0.44349059,0,0,0
BAKERSFIELD COLLEGE,CONSTRUCTION OF 1-TOILET BUILDING (RELOCATABLE) :PC-02-109725,521,2014,2009,2009,,1595,4.3669653,0,1,0,0,0,1,0,0,0,1,0,90804.734,112289.78,14617.454,126907.23,126907.23,0.12690723,28760,4.4126301,0,4.4126301,4.4126301,0,0,4.4126301,0,0,0
BAKERSFIELD COLLEGE (KERN CCD) SUN POWER,CONSTRUCTION OF 1-SOLAR PHOTOVOLTAIC ARRAY OVER PARKING LOT 2-SHADE STRUCTURES,521,2014,2010,2010,,1581,4.3286347,0,1,0,0,0,0,0,0,0,1,0,5568886,8893712,245003.56,9138715,9138715,9.1387148,27391,333.63934,0,0,333.63934,0,0,333.63934,0,0,0
BAKERSFIELD COLLEGE (KERN COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-PERFORMING ARTS BUILDING 1-OUTDOOR AMPHITHEATER,521,2015,2011,2010,,1621,4.4381509,1,0,0,0,0,1,0,0,1,1,0,13107942,15638947,630123.94,16269071,16269071,16.269072,26717,608.9408,0,608.9408,608.9408,0,608.9408,0,0,0,0
BAKERSFIELD COMMUNITY COLLEGE (KERN COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-ADMINISTRATION BUILDING - STOREFRONT SYSTEM REPLACEMENT 1-CAMPUS CENTER BUILDING - STOREFRONT SYSTEM REPLACEMENT 1-STUDENT SERVICES BUILDING - STOREFRONT SYSTEM REPLACEMENT,521,,2012,2011,,,,1,0,0,0,0,1,0,1,0,1,1,787113.44,,,,787113.44,0.78711343,23985,32.816902,0,32.816902,32.816902,32.816902,32.816902,0,0,0,0
BAKERSFIELD COLLEGE,ALTERATIONS TO 1-CENTER CHILLER PLANT REPLACEMENT,521,2015,2013,2013,,589,1.6126286,1,0,0,0,0,0,0,0,0,1,0,1704804.8,2098319.3,57339.535,2155658.8,2155658.8,2.1556587,23288,92.565216,0,0,92.565216,0,92.565216,0,0,0,0
BAKERSFIELD COLLEGE,ALTERATIONS TO 1-CAMPUS WIDE WATER AND GAS UTILITIES; REPAIR & RESTORE CONCRETE & A.C. SURFACES.,521,2015,2013,2013,,612,1.6756005,0,0,0,1,0,0,0,0,0,1,0,1918000.1,2561869.8,440418.72,3002288.5,3002288.5,3.0022886,23288,128.91998,0,0,128.91998,0,0,0,0,128.91998,0
BAKERSFIELD COLLEGE,ALTERATIONS TO 1-NE PARKING LOT: UPGRADE PKG. SIGNAGE RE-STRIPING & ADD DETECTABLE DOMES AT PKG. STALLS.; CONSTRUCTION OF 2-SHADE STRUCTURES AT ADA PARKING,521,2015,2013,2013,,507,1.3881201,0,1,0,0,0,0,0,0,0,1,0,300259.09,303400.5,12914.89,316315.41,316315.41,0.31631541,23288,13.582764,0,0,13.582764,0,0,13.582764,0,0,0
BAKERSFIELD COLLEGE,ALTERATIONS TO 1-CLASSROOM BUILDING (SCIENCE & ENGINEERING) (A11900 A 39682),521,2014,2013,2012,,630,1.7248828,1,0,0,0,0,1,0,0,0,0,0,447803.78,211773.52,28094.477,239868,239868,0.239868,23288,10.300069,0,10.300069,0,0,10.300069,0,0,0,0
BAKERSFIELD COLLEGE-DELANO CENTER LABORATORY,ALTERATIONS TO 1-COLABORATORY/C.R.  BUILDING (FIRE ALARM UPGRADE),521,,2014,2013,,,,1,0,0,0,0,1,0,0,0,1,0,30095.299,,,,30095.299,0.0300953,24384,1.2342232,0,1.2342232,1.2342232,0,1.2342232,0,0,0,0
BAKERSFIELD COLLEGE,ALTERATIONS TO 1-(E) STUDENT SERVICES BUILDING AHU REPLACEMENT (A#11900 32986 03-103559),521,,2014,2014,,,,1,0,0,0,0,0,0,1,0,0,0,693910.13,,,,693910.13,0.69391012,24384,28.4576,0,0,0,0,28.4576,0,0,0,0
BAKERSFIELD COLLEGE,ADDITIONS TO 1-(N) ELEVATOR AND ELEV EQUIP ROOM NEXT TO (E) STUDENT SERVICES BLDG A#58135; ALTERATIONS TO 1-(E) LANGUAGE ARTS BUILDING A#58135 1-(E) MATH AND SCIENCE BLDG; A# 03-108011,521,2015,2014,2014,,432,1.1827768,0,0,0,1,0,1,0,1,0,1,0,642969.38,632461.56,36451.133,668912.69,668912.69,0.66891271,24384,27.432444,0,27.432444,27.432444,0,0,0,0,27.432444,0
BAKERSFIELD COLLEGE,ALTERATIONS TO 1-COVERSION OF MAINTENANCE BUILDING (A#13466) INTO STEM CENTER,521,,2015,2015,,,,1,0,0,0,0,1,0,0,0,0,0,750000,,,,750000,0.75,25321,29.619684,0,29.619684,0,0,29.619684,0,0,0,0
BAKERSFIELD COLLEGE (SPORTS LIGHTNING),CONSTRUCTION OF 1-SPORTS LIGHTING AT PRACTICE FOOTBALL FIELD,521,,2015,2015,,,,0,1,0,0,0,0,0,0,1,0,0,252000,,,,252000,0.252,25321,9.9522133,0,0,0,0,0,9.9522133,0,0,0
BAKERSFIELD COMMUNITY COLLEGE,ALTERATIONS TO 1-CAMPUS WIDE FIRE ALARM SYSTEM REPAIR & UPGRADE,521,,2015,2015,,,,0,0,0,1,0,1,0,0,0,1,0,914885.94,,,,914885.94,0.91488594,25321,36.131508,0,36.131508,36.131508,0,0,0,0,36.131508,0
BAKERSFIELD COLLEGE,ALTERATIONS TO 1-GYMNASIUM BUILDING,521,,2015,2014,,,,1,0,0,0,0,0,0,0,1,0,0,384524.16,,,,384524.16,0.38452417,25321,15.185978,0,0,0,0,15.185978,0,0,0,0
BAKERSFIELD COLLEGE,CONSTRUCTION OF 1-MAINTENANCE AND OPERATIONS FACILITY,521,,,2015,,,,0,1,0,0,0,0,0,0,1,0,0,4190815.5,,,,4190815.5,4.1908154,,,,,,,,,,,
BAKERSFIELD COLLEGE,ALTERATIONS TO 1-(E) SCIENCE ENGINERING BLDG.012 - CASEWORK REPLACEMENT IN TWO SCIENCE CLASSROOMS,521,,,2014,,,,1,0,0,0,0,1,0,0,0,0,0,170608,,,,170608,0.170608,,,,,,,,,,,
BAKERSFIELD COMMUNITY COLLEGE,ALTERATIONS TO 1-LANGUAGE ART BLDG.,521,,,2011,,,,1,0,0,0,0,1,0,0,0,0,0,719701.94,,,,719701.94,0.71970195,,,,,,,,,,,
CERRO COSO COLLEGE,CONS. OF CHILD CARE BLD'G. & PATIO COVER; ALTNS. TO CHILD CARE BLDG. (A#50799),522,2000,1998,1998,,670,1.8343992,1,0,0,0,0,1,1,0,0,0,0,129888.57,142786.5,,,142786.5,0.1427865,10507,13.589655,13.589655,13.589655,0,0,13.589655,0,0,0,0
CERRO COSO COLLEGE,CONSTRUCTION OF LIBRARY BLDG CHILLER YARD SITE WORK,522,2013,2002,2000,,4079,11.167932,0,1,0,0,0,0,0,1,0,1,0,9957958,10057432,1169922.8,,11227355,11.227355,10412,1078.3092,0,0,1078.3092,0,0,1078.3092,0,0,0
CERRO COSO COLLEGE,CONSTRUCTION OF ELECTRICAL BLDG,522,2005,2004,2003,,310,0.84875184,0,1,0,0,0,0,0,0,0,1,0,203093.67,602934.31,195021.05,,797955.38,0.79795539,9410,84.79866,0,0,84.79866,0,0,84.79866,0,0,0
CERRO COSO COLLEGE,ALTERATION TO 3-STORY TECHNICAL ARTS BUILDING (A# 35042),522,2015,2008,2007,,2640,7.2280803,1,0,0,0,0,1,1,0,0,0,0,3778020.8,6169285.5,730608,6899893.5,6899893.5,6.8998933,8566,805.49774,805.49774,805.49774,0,0,805.49774,0,0,0,0
CERRO COSO COMMUNITY COLLEGE,ALTERATIONS TO 1-C.R./LAB. BLDG (A# 43870) 1-SITE WORK; CONSTRUCTION OF 3-CANOPIES ADJ. TO C.R./LAB. BLDG 1-C.R./LAB BLDG,522,2012,2009,2008,,1099,3.0089624,0,1,0,0,0,1,0,0,0,1,0,1930987.6,2326303.8,55445.723,,2381749.5,2.3817494,8568,277.98196,0,277.98196,277.98196,0,0,277.98196,0,0,0
CERRO COSO COLLEGE,ADDITIONS TO 1-STUDENT SERVICE CENTER BUILDING; ALTERATIONS TO 1-STUDENT SERVICE CENTER BUILDING,522,2015,2010,2010,,1739,4.7612243,0,0,0,1,0,0,0,1,0,0,0,1710127.4,1870012.9,121679.02,1991691.9,1991691.9,1.9916918,9424,211.34251,0,0,0,0,0,0,0,211.34251,0
CERRO COSO COMMUNITY COLLEGE,ALTERATIONS TO 1-BRIDGE DECK,522,2012,2010,2009,,735,2.0123632,1,0,0,0,0,0,0,0,0,1,0,139485.25,431928.41,-25699.914,,406228.5,0.40622851,9424,43.10574,0,0,43.10574,0,43.10574,0,0,0,0
CERRO COSO COMMUNITY COLLEGE,CONSTRUCTION OF 4-SHADE STRUCTURES (PC-04-110516),522,2012,2011,2011,,281,0.7693525,0,1,0,0,0,0,0,0,0,1,0,29511.352,29506.156,,,29506.156,0.029506156,9301,3.1723638,0,0,3.1723638,0,0,3.1723638,0,0,0
CERRO COSO COMMUNITY COLLEGE,ALTERATIONS TO 1-GYMNASIUM BUILDING - HVAC REPLACEMENT,522,2015,2013,2013,,563,1.5414429,1,0,0,0,0,0,0,0,1,1,0,694036.06,820077.06,16550.48,836627.5,836627.5,0.83662748,6517,128.37617,0,0,128.37617,0,128.37617,0,0,0,0
CERRO COSO COMMUNITY COLLEGE,ALTERATIONS TO 1-OCCUPATIONAL LAB. MODERNIZATION BLDG. 100.,522,2015,2013,2013,,701,1.9192744,1,0,0,0,0,1,0,0,0,0,0,1101642.9,911264.25,46361.91,957626.19,957626.19,0.95762616,6517,146.94279,0,146.94279,0,0,146.94279,0,0,0,0
CERRO COSO COMMUNITY COLLEGE,ALTERATIONS TO 1-FIRE ALARM INTEGRATION FACP REPLACEMENT @ BLDGS. 400 500 800 900 1000,522,2015,2014,2013,,475,1.3005069,1,0,0,0,0,0,0,0,0,1,0,91739.016,136634,,136634,136634,0.13663401,6933,19.707775,0,0,19.707775,0,19.707775,0,0,0,0
CERRO ROSO COMMUNITY COLLEGE,ALTERATIONS TO 1-(E) 3-STORY MAIN BUILDING,522,,2015,2013,,,,1,0,0,0,0,0,0,0,0,0,0,11005012,,,,11005012,11.005012,6745,1631.5807,0,0,0,0,1631.5807,0,0,0,0
PORTERVILLE COLLEGE,CONSTRUCTION OF SHADE STRUCTURE; ALTERATIONS & ADDITIONS TO CHILD CARE BUILDING,523,1999,1998,1998,,342,0.93636495,0,0,0,1,0,1,1,0,0,1,0,129888.57,167110.31,6511.7471,,173622.06,0.17362206,4906,35.38974,35.38974,35.38974,35.38974,0,0,0,0,35.38974,0
PORTERVILLE COLLEGE,CONSTRUCTION OF TELESCOPIC  BLEACHERS [INDOOR],523,2000,1999,1999,,461,1.2621762,0,1,0,0,0,0,0,0,1,0,0,160814.69,160814.69,-7631.7588,,153182.92,0.15318292,5698,26.883629,0,0,0,0,0,26.883629,0,0,0
PORTERVILLE COLLEGE,CONSTRUCTION OF 8 CLASSROOM BUILDINGS (RELOCATABLES),523,2007,2003,2003,,1545,4.2300696,0,1,0,0,0,1,0,0,0,0,0,1991858.1,1991858.1,53468.395,,2045326.5,2.0453265,6720,304.36407,0,304.36407,0,0,0,304.36407,0,0,0
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE DIST),CONSTRUCTION OF (3) - KINDERGARTEN BLDGS,523,2008,2005,2005,,938,2.5681589,0,1,0,0,0,1,0,0,0,0,0,694917.5,1185036.8,,,1185036.8,1.1850368,5496,215.61804,0,215.61804,0,0,0,215.61804,0,0,0
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE DIST),CONSTRUCTION OF LIBRARY BLDG.(INCR#1) CANOPY (INCR#2) ALTERATION TO SITEWORK & LEARING RESOURCE CENTER(INCR#2),523,2011,2006,2005,,1570,4.2985177,0,1,0,0,0,0,0,1,0,1,0,15068882,17489548,-668395.38,,16821152,16.821152,5470,3075.1648,0,0,3075.1648,0,0,3075.1648,0,0,0
PORTERVILLE COLLEGE(KERN COMMUNITY COLLEGE DIST),ALTERATION TO 2-C.R. BLDGS (MATH/SCIENCE BLDGS),523,2009,2007,2007,,683,1.869992,1,0,0,0,0,1,0,0,0,0,0,4601843,4858396,13114.666,,4871510.5,4.8715105,5371,907.0025,0,907.0025,0,0,907.0025,0,0,0,0
PORTERVILLE COLLEGE (KERN C.C.D.),CONSTRUCTION OF CONSTRUCTION OF 1-WELLNESS CENTER ALTERATION TO 1-PHYSICAL EDUCATION BUILDING 1-GYMNASIUM BUILDING ALTERATION TO 1-PHYSICAL EDUCATION BUILDING 1-GYMNASIUM BUILDING,523,2011,2008,2007,,1115,3.0527689,0,1,0,0,0,1,0,1,1,0,0,5555912.5,6261513.5,78754.398,,6340268,6.3402681,5616,1128.9651,0,1128.9651,0,0,0,1128.9651,0,0,0
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE),CONSTRUCTION OF 1-MARQUEE SIGN,523,2012,2008,2008,,1580,4.3258967,0,1,0,0,0,0,0,0,0,1,0,98257.781,64451.645,,,64451.645,0.064451642,5616,11.476433,0,0,11.476433,0,0,11.476433,0,0,0
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE DISTRICT),RECONSTRUCTION OF 1-MAINTENANCE STORAGE BUILDING,523,2014,2009,2009,,1800,4.9282365,0,0,1,0,0,0,0,0,0,1,0,109420.38,80320.031,2889.3655,,83209.398,0.083209395,6248,13.317765,0,0,13.317765,0,0,0,13.317765,0,0
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-CLASSROOM BUILDING,523,2011,2010,2009,,461,1.2621762,1,0,0,0,0,1,0,0,0,0,0,358113.59,421189.34,-4895.7603,,416293.59,0.41629359,6237,66.745804,0,66.745804,0,0,66.745804,0,0,0,0
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-LEARNING RESOURCE CENTER BUILDING,523,2013,2012,2011,,260,0.71185642,1,0,0,0,0,1,0,1,0,0,0,31173.963,36967.125,1261.6622,38228.785,38228.785,0.038228784,5491,6.9620805,0,6.9620805,0,0,6.9620805,0,0,0,0
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-MATH & SCIENCE BUILDING / HVAC UPGRADE,523,2014,2012,2012,,835,2.2861543,1,0,0,0,0,1,0,0,0,1,0,823039.13,717635.56,67934.68,785570.25,785570.25,0.78557026,5491,143.06506,0,143.06506,143.06506,0,143.06506,0,0,0,0
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-PARKING LOT,523,2015,2013,2011,,699,1.9137986,1,0,0,0,0,0,0,0,0,1,0,452488.03,422018.22,46036.281,468054.5,468054.5,0.4680545,4987,93.854919,0,0,93.854919,0,93.854919,0,0,0,0
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-STUDENT CENTER BUILDING ROOF/HVAC REPAIR/REPLACEMENT,523,2015,2013,2012,,895,2.4504287,0,0,0,1,0,0,0,0,0,1,0,655568.88,,,,655568.88,0.6555689,4987,131.45557,0,0,131.45557,0,0,0,0,131.45557,0
PORTERVILLE COLLEGE (KERN COMMINITY COLLEGE DISTRICT),ALTERATIONS TO 1-EXISTING UTILITY,523,2015,2014,2014,,267,0.73102176,1,0,0,0,0,0,0,0,0,1,0,661791.94,590144.81,88022.609,678167.38,678167.38,0.6781674,4931,137.5314,0,0,137.5314,0,137.5314,0,0,0,0
